NBL20150219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:3,dattime1,dattime1_type,",,type of contract,instruments entered into as of december 31, 2014",",,index,instruments entered into as of december 31, 2014",vol1,vol1_type,Price1,Price1_type,Price2,Price2_type,Price3,Price3_type,,,,,,,,,,,,,,,,,,
4,2015,",,settlementperiod,instruments entered into as of december 31, 2014",Swaps,NYMEX HH,140000,",,mmbtuper day,",,",collars,weightedaverageshort put price,",,",collars,weightedaveragefloorprice,",,",collars,weightedaverageceilingprice,",,,,,,,,,,,,,,,,,,
5,2015,",,settlementperiod,instruments entered into as of december 31, 2014",Three-Way Collars,NYMEX HH,150000,",,mmbtuper day,",3.58,",collars,weightedaverageshort put price,",4.25,",collars,weightedaveragefloorprice,",5.04,",collars,weightedaverageceilingprice,",,,,,,,,,,,,,,,,,,
6,2016,",,settlementperiod,instruments entered into as of december 31, 2014",Swaps,NYMEX HH,10000,",,mmbtuper day,",,",collars,weightedaverageshort put price,",,",collars,weightedaveragefloorprice,",,",collars,weightedaverageceilingprice,",,,,,,,,,,,,,,,,,,
7,2016,",,settlementperiod,instruments entered into as of december 31, 2014",Three-Way Collars,NYMEX HH,30000,",,mmbtuper day,",3,",collars,weightedaverageshort put price,",3.75,",collars,weightedaveragefloorprice,",4.4,",collars,weightedaverageceilingprice,",,,,,,,,,,,,,,,,,,
NBL20160217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,dattime1,dattime1_type,",,type of contract,swaps",",,index,nymex wti",vol1,vol1_type,Price1,Price1_type,,,,,,,,,,,,,,,,,,,,,,
4,"2H16 ,",",,settlementperiod,1h16 (1)",Swaps,NYMEX WTI,12000,",,bbls perday,17000",74.47,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
5,"2H16 ,",",,settlementperiod,1h16 (1)","Call Option ,",NYMEX WTI,5000,",,bbls perday,17000",,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
6,2016,",,settlementperiod,1h16 (1)",Swaps,Dated Brent,9000,",,bbls perday,17000",97.96,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
7,2016,",,settlementperiod,1h16 (1)","Swaps ,",Neg4,6000,",,bbls perday,17000",90.28,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
8,2016,",,settlementperiod,1h16 (1)",Two -Way Collars,NYMEX WTI,1000,",,bbls perday,17000",,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
9,2016,",,settlementperiod,1h16 (1)",Three-Way Collars,NYMEX WTI,6000,",,bbls perday,17000",,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
10,2016,",,settlementperiod,1h16 (1)",Three-Way Collars,Dated Brent,8000,",,bbls perday,17000",,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
11,"1H17 ,",",,settlementperiod,1h16 (1)",Swaps,NYMEX WTI,3000,",,bbls perday,17000",60.12,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
12,"1H17 ,",",,settlementperiod,1h16 (1)","Swaps ,",Dated Brent,3000,",,bbls perday,17000",62.8,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
13,"2H17 ,",",,settlementperiod,1h16 (1)","Call Option ,",NYMEX WTI,3000,",,bbls perday,17000",,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
14,2017,",,settlementperiod,1h16 (1)","Call Option ,",NYMEX WTI,3000,",,bbls perday,17000",,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
15,2017,",,settlementperiod,1h16 (1)",Two-Way Collars,NYMEX WTI,5000,",,bbls perday,17000",,",swaps,weightedaveragefixedprice,$68,0",,,,,,,,,,,,,,,,,,,,,,
NBL20160217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:1,dattime1,dattime1_type,Price1,Price1_type,Price2,Price2_type,Price3,Price3_type,additional,,,,,,,,,,,,,,,,,,,,,
5,"2H16 ,",",,settlementperiod,1h16 (1)",,",collars,weightedaverage short put price,",,",collars,weightedaveragefloorprice,",54.16,",collars,weightedaverage ceilingprice,","2h16 ,",,,,,,,,,,,,,,,,,,,,,
8,2016,",,settlementperiod,1h16 (1)",,",collars,weightedaverage short put price,",60,",collars,weightedaveragefloorprice,",70,",collars,weightedaverage ceilingprice,",2016,,,,,,,,,,,,,,,,,,,,,
9,2016,",,settlementperiod,1h16 (1)",61,",collars,weightedaverage short put price,",72.5,",collars,weightedaveragefloorprice,",86.37,",collars,weightedaverage ceilingprice,",2016,,,,,,,,,,,,,,,,,,,,,
10,2016,",,settlementperiod,1h16 (1)",72.5,",collars,weightedaverage short put price,",86.25,",collars,weightedaveragefloorprice,",101.79,",collars,weightedaverage ceilingprice,",2016,,,,,,,,,,,,,,,,,,,,,
13,"2H17 ,",",,settlementperiod,1h16 (1)",,",collars,weightedaverage short put price,",,",collars,weightedaveragefloorprice,",60.12,",collars,weightedaverage ceilingprice,","1h17 ,",,,,,,,,,,,,,,,,,,,,,
14,2017,",,settlementperiod,1h16 (1)",,",collars,weightedaverage short put price,",,",collars,weightedaveragefloorprice,",57,",collars,weightedaverage ceilingprice,","1h17 ,",,,,,,,,,,,,,,,,,,,,,
15,2017,",,settlementperiod,1h16 (1)",,",collars,weightedaverage short put price,",40,",collars,weightedaveragefloorprice,",54,",collars,weightedaverage ceilingprice,","1h17 ,",,,,,,,,,,,,,,,,,,,,,
NBL20160217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:2,dattime1,dattime1_type,",,type of contract,swaps (1)",",,index,nymex hh",vol1,vol1_type,Price1,Price1_type,,,,,,,,,,,,,,,,,,,,,,
4,2016,",,settlementperiod,2016","Swaps ,",Houston Ship Channel,30000,",,mmbtuper day,40000",4.04,",swaps,weightedaveragefixedprice,$3,0",,,,,,,,,,,,,,,,,,,,,,
5,2016,",,settlementperiod,2016",Two-Way Collars,NYMEX HH,30000,",,mmbtuper day,40000",,",swaps,weightedaveragefixedprice,$3,0",,,,,,,,,,,,,,,,,,,,,,
6,2016,",,settlementperiod,2016","Two-Way Collars ,",Houston Ship Channel,30000,",,mmbtuper day,40000",,",swaps,weightedaveragefixedprice,$3,0",,,,,,,,,,,,,,,,,,,,,,
7,2016,",,settlementperiod,2016",Three-Way Collars,NYMEX HH,90000,",,mmbtuper day,40000",,",swaps,weightedaveragefixedprice,$3,0",,,,,,,,,,,,,,,,,,,,,,
NBL20160217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:3,dattime1,dattime1_type,Price1,Price1_type,Price2,Price2_type,Price3,Price3_type,additional,,,,,,,,,,,,,,,,,,,,,
5,2016,",,settlementperiod,2016",,",collars,weightedaverageshort put price,",3,",collars,weightedaveragefloorprice,",3.5,",collars,weightedaverageceilingprice,",2016,,,,,,,,,,,,,,,,,,,,,
6,2016,",,settlementperiod,2016",,",collars,weightedaverageshort put price,",3.5,",collars,weightedaveragefloorprice,",5.6,",collars,weightedaverageceilingprice,",2016,,,,,,,,,,,,,,,,,,,,,
7,2016,",,settlementperiod,2016",2.83,",collars,weightedaverageshort put price,",3.42,",collars,weightedaveragefloorprice,",3.9,",collars,weightedaverageceilingprice,",2016,,,,,,,,,,,,,,,,,,,,,
NBL20170214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,dattime1,dattime1_type,",,type of contract",",,index",vol1,vol1_type,Price1,Price1_type,,,,,,,,,,,,,,,,,,,,,,
3,"1H17 ,",",,settlementperiod",Swaps,NYMEX WTI,6000,",,bbls perday",$55.08 ,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
4,"1H17 ,",",,settlementperiod",Two-Way Collars,NYMEX WTI,2000,",,bbls perday",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
5,"1H17 ,",",,settlementperiod",Swaps,Dated Brent,3000,",,bbls perday",62.8,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
6,"2H17 ,",",,settlementperiod","Call Option ,",NYMEX WTI,3000,",,bbls perday",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
7,"2H17 ,",",,settlementperiod","Swaptions ,",NYMEX WTI,3000,",,bbls perday",50.05,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
8,"2H17 ,",",,settlementperiod","Swaptions ,",Dated Brent,3000,",,bbls perday",62.8,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
9,2017,",,settlementperiod",Three-Way Collars,NYMEX WTI,24000,",,bbls perday",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
10,2017,",,settlementperiod",Two-Way Collars,NYMEX WTI,7000,",,bbls perday",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
11,2017,",,settlementperiod",Swaps,NYMEX WTI,4000,",,bbls perday",50.9,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
12,2017,",,settlementperiod","Call Option ,",NYMEX WTI,3000,",,bbls perday",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
13,2017,",,settlementperiod",Three-Way Collars,ICE Brent,2000,",,bbls perday",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
14,2017,",,settlementperiod",Three-Way Collars,Dated Brent,2000,",,bbls perday",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
15,2018,",,settlementperiod",Three-Way Collars,NYMEX WTI,5000,",,bbls perday",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
16,2018,",,settlementperiod",Swaps,NYMEX WTI,5000,",,bbls perday",54.03,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
17,2018,",,settlementperiod","Swaptions ,",NYMEX WTI,3000,",,bbls perday",56.1,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
18,2018,",,settlementperiod",Three-Way Collars,Dated Brent,3000,",,bbls perday",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
NBL20170214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:1,dattime1,dattime1_type,",,type of contract",",,index",vol1,vol1_type,Price1,Price1_type,Price2,Price2_type,Price3,Price3_type,,,,,,,,,,,,,,,,,,
3,"1H17 ,",",,settlementperiod",Swaps,NYMEX WTI,6000,",,bbls perday",,",collars,weightedaverage short put price",,",collars,weightedaveragefloorprice",,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
4,"1H17 ,",",,settlementperiod",Two-Way Collars,NYMEX WTI,2000,",,bbls perday",,",collars,weightedaverage short put price",40,",collars,weightedaveragefloorprice",50.44,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
5,"1H17 ,",",,settlementperiod",Swaps,Dated Brent,3000,",,bbls perday",,",collars,weightedaverage short put price",,",collars,weightedaveragefloorprice",,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
6,"2H17 ,",",,settlementperiod","Call Option ,",NYMEX WTI,3000,",,bbls perday",,",collars,weightedaverage short put price",,",collars,weightedaveragefloorprice",60.12,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
7,"2H17 ,",",,settlementperiod","Swaptions ,",NYMEX WTI,3000,",,bbls perday",,",collars,weightedaverage short put price",,",collars,weightedaveragefloorprice",,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
8,"2H17 ,",",,settlementperiod","Swaptions ,",Dated Brent,3000,",,bbls perday",,",collars,weightedaverage short put price",,",collars,weightedaveragefloorprice",,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
9,2017,",,settlementperiod",Three-Way Collars,NYMEX WTI,24000,",,bbls perday",39.08,",collars,weightedaverage short put price",47.71,",collars,weightedaveragefloorprice",61.2,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
10,2017,",,settlementperiod",Two-Way Collars,NYMEX WTI,7000,",,bbls perday",,",collars,weightedaverage short put price",40,",collars,weightedaveragefloorprice",53.29,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
11,2017,",,settlementperiod",Swaps,NYMEX WTI,4000,",,bbls perday",,",collars,weightedaverage short put price",,",collars,weightedaveragefloorprice",,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
12,2017,",,settlementperiod","Call Option ,",NYMEX WTI,3000,",,bbls perday",,",collars,weightedaverage short put price",,",collars,weightedaveragefloorprice",57,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
13,2017,",,settlementperiod",Three-Way Collars,ICE Brent,2000,",,bbls perday",43,",collars,weightedaverage short put price",50,",collars,weightedaveragefloorprice",63.15,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
14,2017,",,settlementperiod",Three-Way Collars,Dated Brent,2000,",,bbls perday",35,",collars,weightedaverage short put price",45,",collars,weightedaveragefloorprice",66.33,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
15,2018,",,settlementperiod",Three-Way Collars,NYMEX WTI,5000,",,bbls perday",43,",collars,weightedaverage short put price",50,",collars,weightedaveragefloorprice",68.5,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
16,2018,",,settlementperiod",Swaps,NYMEX WTI,5000,",,bbls perday",,",collars,weightedaverage short put price",,",collars,weightedaveragefloorprice",,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
17,2018,",,settlementperiod","Swaptions ,",NYMEX WTI,3000,",,bbls perday",,",collars,weightedaverage short put price",,",collars,weightedaveragefloorprice",,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
18,2018,",,settlementperiod",Three-Way Collars,Dated Brent,3000,",,bbls perday",40,",collars,weightedaverage short put price",50,",collars,weightedaveragefloorprice",70.41,",collars,weightedaverage ceilingprice",,,,,,,,,,,,,,,,,,
NBL20170214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:2,dattime1,dattime1_type,",,type of contract",",,index",vol1,vol1_type,Price1,Price1_type,,,,,,,,,,,,,,,,,,,,,,
3,"1H17 ,",",,settlementperiod",Swaps,NYMEX HH,30000,",,mmbtuper day",$2.92 ,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
4,"2H17 ,",",,settlementperiod",Swaps,NYMEX HH,30000,",,mmbtuper day",3.45,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
5,"2H17 ,",",,settlementperiod","Swaptions ,",NYMEX HH,30000,",,mmbtuper day",2.92,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
6,2017,",,settlementperiod",Three-Way Collars,NYMEX HH,210000,",,mmbtuper day",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
7,2017,",,settlementperiod",Swaps,NYMEX HH,110000,",,mmbtuper day",3.16,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
8,2017,",,settlementperiod",Two-Way Collars,NYMEX HH,70000,",,mmbtuper day",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
9,2018,",,settlementperiod",Three-Way Collars,NYMEX HH,70000,",,mmbtuper day",,",swaps,weightedaveragefixedprice",,,,,,,,,,,,,,,,,,,,,,
NBL20170214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:3,dattime1,dattime1_type,",,type of contract",",,index",vol1,vol1_type,Price1,Price1_type,Price2,Price2_type,Price3,Price3_type,,,,,,,,,,,,,,,,,,
3,"1H17 ,",",,settlementperiod",Swaps,NYMEX HH,30000,",,mmbtuper day",,",collars,weightedaverageshort put price",,",collars,weightedaveragefloorprice",,",collars,weightedaverageceilingprice",,,,,,,,,,,,,,,,,,
4,"2H17 ,",",,settlementperiod",Swaps,NYMEX HH,30000,",,mmbtuper day",,",collars,weightedaverageshort put price",,",collars,weightedaveragefloorprice",,",collars,weightedaverageceilingprice",,,,,,,,,,,,,,,,,,
5,"2H17 ,",",,settlementperiod","Swaptions ,",NYMEX HH,30000,",,mmbtuper day",,",collars,weightedaverageshort put price",,",collars,weightedaveragefloorprice",,",collars,weightedaverageceilingprice",,,,,,,,,,,,,,,,,,
6,2017,",,settlementperiod",Three-Way Collars,NYMEX HH,210000,",,mmbtuper day",2.54,",collars,weightedaverageshort put price",2.96,",collars,weightedaveragefloorprice",3.62,",collars,weightedaverageceilingprice",,,,,,,,,,,,,,,,,,
7,2017,",,settlementperiod",Swaps,NYMEX HH,110000,",,mmbtuper day",,",collars,weightedaverageshort put price",,",collars,weightedaveragefloorprice",,",collars,weightedaverageceilingprice",,,,,,,,,,,,,,,,,,
8,2017,",,settlementperiod",Two-Way Collars,NYMEX HH,70000,",,mmbtuper day",,",collars,weightedaverageshort put price",2.93,",collars,weightedaveragefloorprice",3.32,",collars,weightedaverageceilingprice",,,,,,,,,,,,,,,,,,
9,2018,",,settlementperiod",Three-Way Collars,NYMEX HH,70000,",,mmbtuper day",2.5,",collars,weightedaverageshort put price",2.8,",collars,weightedaveragefloorprice",3.76,",collars,weightedaverageceilingprice",,,,,,,,,,,,,,,,,,
NBR20100226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,vol1,vol1_type,Price1,Price1_type,vol2,vol2_type,Price2,Price2_type,,,,,,,,,,,,,,,,,,,,,,
"future production designated for hedge accounting,2010,",2200822,"volume (mmbtu),puts",$8.00 ,"price,puts",6230061,"volume (mmbtu),swaps",$7.32 ,"price,swaps",,,,,,,,,,,,,,,,,,,,,,
"future production designated for hedge accounting,2011,",,"volume (mmbtu),puts",,"price,puts",9565996,"volume (mmbtu),swaps",$7.13 ,"price,swaps",,,,,,,,,,,,,,,,,,,,,,
"future production designated for hedge accounting,2012,",,"volume (mmbtu),puts",,"price,puts",8317098,"volume (mmbtu),swaps",$7.22 ,"price,swaps",,,,,,,,,,,,,,,,,,,,,,
"future production designated for hedge accounting,2013,",,"volume (mmbtu),puts",,"price,puts",10339085,"volume (mmbtu),swaps",$7.40 ,"price,swaps",,,,,,,,,,,,,,,,,,,,,,
"future production designated for hedge accounting,2014,",,"volume (mmbtu),puts",,"price,puts",10414152,"volume (mmbtu),swaps",$7.34 ,"price,swaps",,,,,,,,,,,,,,,,,,,,,,
NBR20100226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:1,vol1,vol1_type,Price1,Price1_type,vol2,vol2_type,Price2,Price2_type,,,,,,,,,,,,,,,,,,,,,,
"future production designated for hedge accounting,2010,",2200822,"volume (mmbtu),puts",$8.00 ,"price,puts",11327276,"volume (mmbtu),collars",$6.86/$9.26,"price (floor/ceiling),collars",,,,,,,,,,,,,,,,,,,,,,
"future production designated for hedge accounting,2011,",,"volume (mmbtu),puts",,"price,puts",11111111,"volume (mmbtu),collars",$6.00/$7.50,"price (floor/ceiling),collars",,,,,,,,,,,,,,,,,,,,,,
"future production designated for hedge accounting,2012,",,"volume (mmbtu),puts",,"price,puts",7233214,"volume (mmbtu),collars",$6.00/$8.65,"price (floor/ceiling),collars",,,,,,,,,,,,,,,,,,,,,,
NBR20100226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:2,vol1,vol1_type,Price1,Price1_type,vol2,vol2_type,"contract differential,,basis swap, nymex east texas (houston ship channel),",,,,,,,,,,,,,,,,,,,,,,,
"future production not designated for hedge accounting,2010,",655740,"volume (mmbtu),puts,",$8.00 ,"price,puts,",1825000,"volume (mmbtu),basis swap, nymex east texas (houston ship channel),",$0.10 ,,,,,,,,,,,,,,,,,,,,,,,
"future production not designated for hedge accounting,2011,",,"volume (mmbtu),puts,",,"price,puts,",1825000,"volume (mmbtu),basis swap, nymex east texas (houston ship channel),",$0.15 ,,,,,,,,,,,,,,,,,,,,,,,
"future production not designated for hedge accounting,2012,",,"volume (mmbtu),puts,",,"price,puts,",1830000,"volume (mmbtu),basis swap, nymex east texas (houston ship channel),",$0.15 ,,,,,,,,,,,,,,,,,,,,,,,
NBR20100226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:3,vol1,vol1_type,"contract differential,,basis swap, nymex east texas (houston ship channel),basis swap, nymex texok (nglp)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"future production not designated for hedge accounting,2010,",5475000,"volume (mmbtu),basis swap, nymex east texas (houston ship channel),basis swap, nymex texok (nglp)",$0.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"future production not designated for hedge accounting,2011,",Neg5475000,"volume (mmbtu),basis swap, nymex east texas (houston ship channel),basis swap, nymex texok (nglp)",$0.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"future production not designated for hedge accounting,2012,",Neg5490000,"volume (mmbtu),basis swap, nymex east texas (houston ship channel),basis swap, nymex texok (nglp)",$0.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXY20060301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,vol1,vol1_type,vol2,vol2_type,Price1,Price1_type,,,,,,,,,,,,,,,,,,,,,,,,
2,2006,(volumes in mbl/day),10,crude oil fixed price swapsdaily volume,$41.61 ,crude oil fixed price swapsaverage price,,,,,,,,,,,,,,,,,,,,,,,,
3,2007,(volumes in mbl/day),8,crude oil fixed price swapsdaily volume,$40.04 ,crude oil fixed price swapsaverage price,,,,,,,,,,,,,,,,,,,,,,,,
OXY20060301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:1,vol1,vol1_type,vol2,vol2_type,Price1,Price1_type,crude oil costless collarsaverage cap,,,,,,,,,,,,,,,,,,,,,,,
2,2006,(volumes in mbl/day),6,crude oil costless collarsdaily volume,$41.33 ,crude oil costless collarsaverage floor,$48.05 ,,,,,,,,,,,,,,,,,,,,,,,
3,2007,(volumes in mbl/day),7,crude oil costless collarsdaily volume,$40.43 ,crude oil costless collarsaverage floor,$45.21 ,,,,,,,,,,,,,,,,,,,,,,,
4,2008,(volumes in mbl/day),14,crude oil costless collarsdaily volume,$34.07 ,crude oil costless collarsaverage floor,$47.47 ,,,,,,,,,,,,,,,,,,,,,,,
5,2009,(volumes in mbl/day),13,crude oil costless collarsdaily volume,$33.15 ,crude oil costless collarsaverage floor,$47.41 ,,,,,,,,,,,,,,,,,,,,,,,
6,2010,(volumes in mbl/day),12,crude oil costless collarsdaily volume,$33.00 ,crude oil costless collarsaverage floor,$46.35 ,,,,,,,,,,,,,,,,,,,,,,,
7,2011,(volumes in mbl/day),12,crude oil costless collarsdaily volume,$32.92 ,crude oil costless collarsaverage floor,$46.27 ,,,,,,,,,,,,,,,,,,,,,,,
OXY20070227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,",",vol1,vol1_type,Price1,Price1_type,,,,,,,,,,,,,,,,,,,,,,,,,
2,2007,9,"crude  oilfixed price swaps,daily volume",$39.67 ,"crude  oil,fixed price swaps,average price",,,,,,,,,,,,,,,,,,,,,,,,,
OXY20070227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:1,",",vol1,vol1_type,Price1,Price1_type,"crude  oil,costless collars,average cap",,,,,,,,,,,,,,,,,,,,,,,,
2,2007,7,"crude  oil,costless collars,daily volume",$40.43 ,"crude  oil,costless collars,average floor",$45.21 ,,,,,,,,,,,,,,,,,,,,,,,,
3,2008,14,"crude  oil,costless collars,daily volume",$34.07 ,"crude  oil,costless collars,average floor",$47.47 ,,,,,,,,,,,,,,,,,,,,,,,,
4,2009,13,"crude  oil,costless collars,daily volume",$33.15 ,"crude  oil,costless collars,average floor",$47.41 ,,,,,,,,,,,,,,,,,,,,,,,,
5,2010,12,"crude  oil,costless collars,daily volume",$33.00 ,"crude  oil,costless collars,average floor",$46.35 ,,,,,,,,,,,,,,,,,,,,,,,,
6,2011,12,"crude  oil,costless collars,daily volume",$32.92 ,"crude  oil,costless collars,average floor",$46.27 ,,,,,,,,,,,,,,,,,,,,,,,,
OXY20070227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:2,vol1,vol1_type,vol2,vol2_type,Price1,Price1_type,vol3,vol3_type,Price2,Price2_type,,,,,,,,,,,,,,,,,,,,
2,2007,",(mmbtu/day) (a)",2500,"natural  gas swapsfixed price,daily volume",$6.00 ,"natural  gas swaps,fixed price,average price",2500,"natural  gas swaps,basis,daily volume",$0.03 ,"natural  gas swaps,basis,average price",,,,,,,,,,,,,,,,,,,,
OXY20080222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,,vol1,vol1_type,Price1,Price1_type,"crude oil –  collars,average cap",,,,,,,,,,,,,,,,,,,,,,,,
1,2008,14,crude oil –  collarsdaily volume,$34.07 ,"crude oil –  collars,average floor",$47.47 ,,,,,,,,,,,,,,,,,,,,,,,,
2,2009,13,crude oil –  collarsdaily volume,$33.15 ,"crude oil –  collars,average floor",$47.41 ,,,,,,,,,,,,,,,,,,,,,,,,
3,2010,12,crude oil –  collarsdaily volume,$33.00 ,"crude oil –  collars,average floor",$46.35 ,,,,,,,,,,,,,,,,,,,,,,,,
4,2011,12,crude oil –  collarsdaily volume,$32.92 ,"crude oil –  collars,average floor",$46.27 ,,,,,,,,,,,,,,,,,,,,,,,,
OXY20090224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,,vol1,vol1_type,Price1,Price1_type,"crude oil – collars,average cap",,,,,,,,,,,,,,,,,,,,,,,,
1,2009,13,crude oil – collarsdaily volume,$33.15 ,"crude oil – collars,average floor",$47.41 ,,,,,,,,,,,,,,,,,,,,,,,,
2,2010,12,crude oil – collarsdaily volume,$33.00 ,"crude oil – collars,average floor",$46.35 ,,,,,,,,,,,,,,,,,,,,,,,,
3,2011,12,crude oil – collarsdaily volume,$32.92 ,"crude oil – collars,average floor",$46.27 ,,,,,,,,,,,,,,,,,,,,,,,,
OXY20100225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,,vol1,vol1_type,Price1,Price1_type,,,,,,,,,,,,,,,,,,,,,,,,,
1,january 2010 december 2010,40 million cubic feet,natural  gas - swapsdaily volume,$5.03 ,"natural  gas - swaps,average strike price",,,,,,,,,,,,,,,,,,,,,,,,,
2,December 2010 March 2012,50 million cubic feet,natural  gas - swapsdaily volume,$6.07 ,"natural  gas - swaps,average strike price",,,,,,,,,,,,,,,,,,,,,,,,,
OXY20100225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:1,,vol1,vol1_type,Price1,Price1_type,"crude  oil   collars,average cap",,,,,,,,,,,,,,,,,,,,,,,,
1,2010,12000,crude  oil   collarsdaily volume (barrels),$33.00 ,"crude  oil   collars,average floor",$46.35 ,,,,,,,,,,,,,,,,,,,,,,,,
2,2011,12000,crude  oil   collarsdaily volume (barrels),$32.92 ,"crude  oil   collars,average floor",$46.27 ,,,,,,,,,,,,,,,,,,,,,,,,
OXY20110224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,crude oil  collars,vol1,vol1_type,Price1,Price1_type,average cap,,,,,,,,,,,,,,,,,,,,,,,,
0,2010,12000,daily volume (barrels),$33.00 ,average floor,$46.35 ,,,,,,,,,,,,,,,,,,,,,,,,
1,2011,12000,daily volume (barrels),$32.92 ,average floor,$46.27 ,,,,,,,,,,,,,,,,,,,,,,,,
OXY20110224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:1,natural gas  swaps,vol1,vol1_type,Price1,Price1_type,,,,,,,,,,,,,,,,,,,,,,,,,
