,doc_id,maturity,vol_1,vol_1_type,average strike price,price_1,price_1_type,price_2,price_2_type,sfas 133 hedge,product_type,instrument_type,price_3,price_3_type,price_4,price_4_type,sfas 133hedge,premiumsreceived,net premiumsreceived ($ inthousands),"sfas 133hedge,",sfas 133 hedge,"sfas 133 hedge,","net premiums received ($ in thousands),",netpremiums($ inmillions),"netpremiums($ inmillions),",netpremiums($ in millions),",,",vol_2,vol_2_type,",,,"
40,CHK20090302,2011,4500,volume,,8.73,fixedprice to bereceived,,put,,natural gas (bbtu),other swaps (a),,call,,weightedaveragedifferential,No,,,,,,,,,,,,,
2,CHK20090302,12009,20355,volume,,,fixedprice to bereceived,,put,,,call options,$9.95,call,,,No,,,,,,,,,$30,,,,
3,CHK20090302,22009,27765,volume,,,fixedprice to bereceived,,put,,,call options,9.59,call,,,No,,,,,,,,,28,,,,
4,CHK20090302,32009,27160,volume,,,fixedprice to bereceived,,put,,,call options,9.54,call,,,No,,,,,,,,,29,,,,
5,CHK20090302,42009,28980,volume,,,fixedprice to bereceived,,put,,,call options,9.69,call,,,No,,,,,,,,,28,,,,
6,CHK20090302,2010,231775,volume,,,fixedprice to bereceived,,put,,,call options,10.77,call,,,No,,,,,,,,,223,,,,
7,CHK20090302,2011,138700,volume,,,fixedprice to bereceived,,put,,,call options,10.59,call,,,No,,,,,,,,,153,,,,
8,CHK20090302,20122017,76820,volume,,,fixedprice to bereceived,,put,,,call options,11.29,call,,,No,,,,,,,,,57,,,,
10,CHK20090302,2009,36500,volume,,,fixedprice to bereceived,5.75,put,,,put options,,call,,,No,,,,,,,,,3,,,,
11,CHK20090302,2010,36500,volume,,,fixedprice to bereceived,5.75,put,,,put options,,call,,,No,,,,,,,,,3,,,,
13,CHK20090302,12009,35550,volume,,,fixedprice to bereceived,5.24/7.95,put,,,other collars,9.90,call,,,No,,,,,,,,,,,,,
14,CHK20090302,22009,81135,volume,,,fixedprice to bereceived,5.24/6.99,put,,,other collars,9.18,call,,,No,,,,,,,,,,,,,
15,CHK20090302,32009,85060,volume,,,fixedprice to bereceived,5.24/6.98,put,,,other collars,9.16,call,,,No,,,,,,,,,Neg1,,,,
16,CHK20090302,42009,44860,volume,,,fixedprice to bereceived,5.39/7.28,put,,,other collars,9.49,call,,,No,,,,,,,,,Neg1,,,,
17,CHK20090302,2010,25550,volume,,,fixedprice to bereceived,6.00/7.71,put,,,other collars,11.46,call,,,No,,,,,,,,,21,,,,
18,CHK20090302,2011,25550,volume,,,fixedprice to bereceived,6.00/7.57,put,,,other collars,10.69,call,,,No,,,,,,,,,21,,,,
19,CHK20090302,20122020,87680,volume,,,fixedprice to bereceived,5.00/7.08,put,,,other collars,10.20,call,,,No,,,,,,,,,58,,,,
21,CHK20090302,12009,4500,volume,,5.18,fixedprice to bereceived,,put,,,cnr swaps (b),,call,,,Yes,,,,,,,,,,,,,
22,CHK20090302,22009,4550,volume,,5.18,fixedprice to bereceived,,put,,,cnr swaps (b),,call,,,Yes,,,,,,,,,,,,,
23,CHK20090302,32009,4600,volume,,5.18,fixedprice to bereceived,,put,,,cnr swaps (b),,call,,,Yes,,,,,,,,,,,,,
24,CHK20090302,42009,4600,volume,,5.18,fixedprice to bereceived,,put,,,cnr swaps (b),,call,,,Yes,,,,,,,,,,,,,
26,CHK20090302,2009,3650,volume,,,fixedprice to bereceived,4.50,put,,,cnr collars (b),6.00,call,,,Yes,,,,,,,,,,,,,
32,CHK20090302,12009,855,volume,,80.35,fixedprice to bereceived,55.95,put,,oil (mbbls),knockout swaps,,call,,,No,,,,,,,,,,,,,
33,CHK20090302,22009,865,volume,,80.43,fixedprice to bereceived,55.95,put,,oil (mbbls),knockout swaps,,call,,,No,,,,,,,,,,,,,
34,CHK20090302,32009,1978,volume,,83.10,fixedprice to bereceived,58.21,put,,oil (mbbls),knockout swaps,,call,,,No,,,,,,,,,,,,,
35,CHK20090302,42009,1978,volume,,83.05,fixedprice to bereceived,58.21,put,,oil (mbbls),knockout swaps,,call,,,No,,,,,,,,,,,,,
36,CHK20090302,2010,4745,volume,,90.25,fixedprice to bereceived,60.00,put,,oil (mbbls),knockout swaps,,call,,,No,,,,,,,,,,,,,
37,CHK20090302,2011,1095,volume,,104.75,fixedprice to bereceived,60.00,put,,oil (mbbls),knockout swaps,,call,,,No,,,,,,,,,,,,,
38,CHK20090302,2012,732,volume,,109.50,fixedprice to bereceived,60.00,put,,oil (mbbls),knockout swaps,,call,,,No,,,,,,,,,,,,,
40,CHK20090302,12009,180,volume,,67.50,fixedprice to bereceived,50.00,put,,oil (mbbls),cap swaps,,call,,,No,,,,,,,,,,,,,
41,CHK20090302,22009,182,volume,,67.50,fixedprice to bereceived,50.00,put,,oil (mbbls),cap swaps,,call,,,No,,,,,,,,,,,,,
43,CHK20090302,12009,900,volume,,86.25,fixedprice to bereceived,,put,,oil (mbbls),other swaps,,call,,,No,,,,,,,,,,,,,
44,CHK20090302,22009,910,volume,,86.25,fixedprice to bereceived,,put,,oil (mbbls),other swaps,,call,,,No,,,,,,,,,,,,,
46,CHK20090302,12009,Neg841,volume,,67.79,fixedprice to bereceived,,put,,oil (mbbls),counter swaps,,call,,,No,,,,,,,,,,,,,
47,CHK20090302,22009,Neg819,volume,,67.00,fixedprice to bereceived,,put,,oil (mbbls),counter swaps,,call,,,No,,,,,,,,,,,,,
48,CHK20090302,32009,Neg230,volume,,69.10,fixedprice to bereceived,,put,,oil (mbbls),counter swaps,,call,,,No,,,,,,,,,,,,,
49,CHK20090302,42009,Neg230,volume,,69.10,fixedprice to bereceived,,put,,oil (mbbls),counter swaps,,call,,,No,,,,,,,,,,,,,
51,CHK20090302,2009,5110,volume,,,fixedprice to bereceived,,put,,oil (mbbls),call options,101.79,call,,,No,,,,,,,,,3,,,,
52,CHK20090302,2010,6935,volume,,,fixedprice to bereceived,,put,,oil (mbbls),call options,107.86,call,,,No,,,,,,,,,Neg10,,,,
53,CHK20090302,2011,3650,volume,,,fixedprice to bereceived,,put,,oil (mbbls),call options,185.00,call,,,No,,,,,,,,,36,,,,
54,CHK20090302,2012,3660,volume,,,fixedprice to bereceived,,put,,oil (mbbls),call options,185.00,call,,,No,,,,,,,,,37,,,,
56,CHK20090302,2010,730,volume,,,fixedprice to bereceived,90.00/80.00,put,,oil (mbbls),other collars,136.40,call,,,No,,,,,,,,,,,,,
4,CHK20100301,,492053,"december 31, 2009,volumehedged,",,,,,,,,swap,,,,,,,,,,,,,,,Fixed-price swaps,466800,"december 31, 2008,volumehedged,, natural gas (bbtu)",
5,CHK20100301,,74240,"december 31, 2009,volumehedged,",,,,,,,,collar,,,,,,,,,,,,,,,Fixed-price collars,457715,"december 31, 2008,volumehedged,, natural gas (bbtu)",
6,CHK20100301,,38370,"december 31, 2009,volumehedged,",,,,,,,,swap,,,,,,,,,,,,,,,Fixed-price knockout swaps,532660,"december 31, 2008,volumehedged,, natural gas (bbtu)",
7,CHK20100301,,996750,"december 31, 2009,volumehedged,",,,,,,,,call,,,,,,,,,,,,,,,Call options,551555,"december 31, 2008,volumehedged,, natural gas (bbtu)",
8,CHK20100301,,Neg69620,"december 31, 2009,volumehedged,",,,,,,,,put option,,,,,,,,,,,,,,,Put options,Neg73000,"december 31, 2008,volumehedged,, natural gas (bbtu)",
9,CHK20100301,,125469,"december 31, 2009,volumehedged,",,,,,,,,swap,,,,,,,,,,,,,,,Basis protection swaps,219487,"december 31, 2008,volumehedged,, natural gas (bbtu)",
15,CHK20100301,,5475,"december 31, 2009,volumehedged,",,,,,,,,collar,,,,,,,,,,,,,,,Fixed-price collars,730,"december 31, 2008,volumehedged,, oil (mbbl)",
16,CHK20100301,,6572,"december 31, 2009,volumehedged,",,,,,,,,swap,,,,,,,,,,,,,,,Fixed-price knockout swaps,12248,"december 31, 2008,volumehedged,, oil (mbbl)",
17,CHK20100301,,,"december 31, 2009,volumehedged,",,,,,,,,cap-swaps,,,,,,,,,,,,,,,Fixed-price cap-swaps,362,"december 31, 2008,volumehedged,, oil (mbbl)",
18,CHK20100301,,14975,"december 31, 2009,volumehedged,",,,,,,,,call,,,,,,,,,,,,,,,Call options,19355,"december 31, 2008,volumehedged,, oil (mbbl)",
4,CHK20110301,,1035134,"december 31, 2010,volume,",,,,,,,,swap,,,,,,,,,,,,,,,Fixed-price swaps,492053,"december 31, 2009,volume,, natural gas (bbtu)",
5,CHK20110301,,1477742,"december 31, 2010,volume,",,,,,,,,call,,,,,,,,,,,,,,,Call options,996750,"december 31, 2009,volume,, natural gas (bbtu)",
6,CHK20110301,,Neg51220,"december 31, 2010,volume,",,,,,,,,put option,,,,,,,,,,,,,,,Put options,Neg69620,"december 31, 2009,volume,, natural gas (bbtu)",
7,CHK20110301,,,"december 31, 2010,volume,",,,,,,,,swap,,,,,,,,,,,,,,,Fixed-price knockout swaps,38370,"december 31, 2009,volume,, natural gas (bbtu)",
8,CHK20110301,,,"december 31, 2010,volume,",,,,,,,,collar,,,,,,,,,,,,,,,Fixed-price collars,74240,"december 31, 2009,volume,, natural gas (bbtu)",
9,CHK20110301,,173691,"december 31, 2010,volume,",,,,,,,,swap,,,,,,,,,,,,,,,Basis protection swaps,125469,"december 31, 2009,volume,, natural gas (bbtu)",
14,CHK20110301,,4385,"december 31, 2010,volume,",,,,,,,,swap,,,,,,,,,,,,,,,Fixed-price swaps,5475,"december 31, 2009,volume,, oil (mbbl)",
15,CHK20110301,,64226,"december 31, 2010,volume,",,,,,,,,call,,,,,,,,,,,,,,,Call options,14975,"december 31, 2009,volume,, oil (mbbl)",
16,CHK20110301,,1827,"december 31, 2010,volume,",,,,,,,,swap,,,,,,,,,,,,,,,Fixed-price knockout swaps,6572,"december 31, 2009,volume,, oil (mbbl)",
4,CHK20120229,,,"december 31, 2011,volume,",,,,,,,,swap,,,,,,,,,,,,,,,Fixed-price swaps,1035,"december 31, 2010,volume,, natural gas (tbtu)",
5,CHK20120229,,1357,"december 31, 2011,volume,",,,,,,,,call,,,,,,,,,,,,,,,Call options,1478,"december 31, 2010,volume,, natural gas (tbtu)",
6,CHK20120229,,,"december 31, 2011,volume,",,,,,,,,put option,,,,,,,,,,,,,,,Put options,Neg51,"december 31, 2010,volume,, natural gas (tbtu)",
7,CHK20120229,,106,"december 31, 2011,volume,",,,,,,,,swap,,,,,,,,,,,,,,,Basis protection swaps,173,"december 31, 2010,volume,, natural gas (tbtu)",
13,CHK20120229,,14.9,"december 31, 2011,volume,",,,,,,,,swap,,,,,,,,,,,,,,,Fixed-price swaps,4.4,"december 31, 2010,volume,, oil (mmbbl)",
14,CHK20120229,,94.7,"december 31, 2011,volume,",,,,,,,,call,,,,,,,,,,,,,,,Call options,64.2,"december 31, 2010,volume,, oil (mmbbl)",
15,CHK20120229,,7.8,"december 31, 2011,volume,",,,,,,,,swaption,,,,,,,,,,,,,,,Swaptions,,"december 31, 2010,volume,, oil (mmbbl)",
16,CHK20120229,,0.8,"december 31, 2011,volume,",,,,,,,,swap,,,,,,,,,,,,,,,Fixed-price knockout swaps,1.8,"december 31, 2010,volume,, oil (mmbbl)",
5,CHK20130301,,49,",december 31, 2012,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,,",december 31, 2011,volume,, natural gas (tbtu)",Fixed-price swaps
6,CHK20130301,,193,",december 31, 2012,volume,",,,,,,,,call,,,,,,,,,,,,,,,,1357,",december 31, 2011,volume,, natural gas (tbtu)",Call options
7,CHK20130301,,111,",december 31, 2012,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,106,",december 31, 2011,volume,, natural gas (tbtu)",Basis protection swaps
10,CHK20130301,,28.1,",december 31, 2012,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,14.9,",december 31, 2011,volume,, oil (mmbbl)",Fixed-price swaps
11,CHK20130301,,73.8,",december 31, 2012,volume,",,,,,,,,call,,,,,,,,,,,,,,,,94.7,",december 31, 2011,volume,, oil (mmbbl)",Call options
12,CHK20130301,,5.3,",december 31, 2012,volume,",,,,,,,,swaption call,,,,,,,,,,,,,,,,7.8,",december 31, 2011,volume,, oil (mmbbl)",Call swaptions
13,CHK20130301,,5.5,",december 31, 2012,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,,",december 31, 2011,volume,, oil (mmbbl)",Basis protection swaps
14,CHK20130301,,,",december 31, 2012,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,0.8,",december 31, 2011,volume,, oil (mmbbl)",Fixed-price knockout swaps
5,CHK20140227,,448,",december 31, 2013,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,49,",december 31, 2012,volume,, natural gas (tbtu)",Fixed-price swaps
6,CHK20140227,,288,",december 31, 2013,volume,",,,,,,,,three-way collar,,,,,,,,,,,,,,,,,",december 31, 2012,volume,, natural gas (tbtu)",Three-way collars
7,CHK20140227,,193,",december 31, 2013,volume,",,,,,,,,call,,,,,,,,,,,,,,,,193,",december 31, 2012,volume,, natural gas (tbtu)",Call options
8,CHK20140227,,12,",december 31, 2013,volume,",,,,,,,,swaption call,,,,,,,,,,,,,,,,,",december 31, 2012,volume,, natural gas (tbtu)",Call swaptions
9,CHK20140227,,68,",december 31, 2013,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,111,",december 31, 2012,volume,, natural gas (tbtu)",Basis protection swaps
12,CHK20140227,,25.3,",december 31, 2013,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,28.1,",december 31, 2012,volume,, oil (mmbbl)",Fixed-price swaps
13,CHK20140227,,42.5,",december 31, 2013,volume,",,,,,,,,call,,,,,,,,,,,,,,,,73.8,",december 31, 2012,volume,, oil (mmbbl)",Call options
14,CHK20140227,,,",december 31, 2013,volume,",,,,,,,,swaption call,,,,,,,,,,,,,,,,5.3,",december 31, 2012,volume,, oil (mmbbl)",Call swaptions
15,CHK20140227,,0.4,",december 31, 2013,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,5.5,",december 31, 2012,volume,, oil (mmbbl)",Basis protection swaps
5,CHK20150227,,12.5,",december 31, 2014,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,25.3,",december 31, 2013,volume,, oil (mmbbl)",Fixed-price swaps
6,CHK20150227,,4.4,",december 31, 2014,volume,",,,,,,,,three-way collar,,,,,,,,,,,,,,,,,",december 31, 2013,volume,, oil (mmbbl)",Three-way collars
7,CHK20150227,,35.8,",december 31, 2014,volume,",,,,,,,,call,,,,,,,,,,,,,,,,42.5,",december 31, 2013,volume,, oil (mmbbl)",Call options
8,CHK20150227,,,",december 31, 2014,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,0.4,",december 31, 2013,volume,, oil (mmbbl)",Basis protection swaps
11,CHK20150227,,275,",december 31, 2014,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,448,",december 31, 2013,volume,, natural gas (tbtu)",Fixed-price swaps
12,CHK20150227,,207,",december 31, 2014,volume,",,,,,,,,three-way collar,,,,,,,,,,,,,,,,288,",december 31, 2013,volume,, natural gas (tbtu)",Three-way collars
13,CHK20150227,,193,",december 31, 2014,volume,",,,,,,,,call,,,,,,,,,,,,,,,,193,",december 31, 2013,volume,, natural gas (tbtu)",Call options
14,CHK20150227,,,",december 31, 2014,volume,",,,,,,,,swaption call,,,,,,,,,,,,,,,,12,",december 31, 2013,volume,, natural gas (tbtu)",Call swaptions
15,CHK20150227,,60,",december 31, 2014,volume,",,,,,,,,swap,,,,,,,,,,,,,,,,68,",december 31, 2013,volume,, natural gas (tbtu)",Basis protection swaps
6,CHK20160225,,13.5,",december 31, 2015,volume,",,,,,,,,three-way collar,,,,,,,,,,,,,,,,4.4,",december 31, 2014,volume,, oil (mmbbl)",Three-way collars
7,CHK20160225,,19.2,",december 31, 2015,volume,",,,,,,,,call,,,,,,,,,,,,,,,,35.8,",december 31, 2014,volume,, oil (mmbbl)",Call options
13,CHK20160225,,,",december 31, 2015,volume,",,,,,,,,basis protection swaps three-way collar,,,,,,,,,,,,,,,,207,",december 31, 2014,volume,, natural gas (tbtu)",Three-way collars
14,CHK20160225,,295,",december 31, 2015,volume,",,,,,,,,basis protection swaps call,,,,,,,,,,,,,,,,193,",december 31, 2014,volume,, natural gas (tbtu)",Call options
15,CHK20160225,,57,",december 31, 2015,volume,",,,,,,,,basis protection swaps,,,,,,,,,,,,,,,,60,",december 31, 2014,volume,, natural gas (tbtu)",Basis protection swaps
